Visitor #,"Timestamp
GMT +9",Visitor Id,Repeat Visitor,"Number
of Visit","Visitor Name
(Premium)",Referrer,Keywords,Entrance Page,"Visit Duration (seconds)
(Premium)","Visit Depth
(Premium)","Conversions
(Premium)","Click Path
(Premium)",IP,Organization,Country,Region,City,Postal Code,Screen Size,Browser,OS,User Agent
812,Sep 26 2020 02:52:59 AM,X24ufCvoLahYrllpHv1WewAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,7,2,,https://www.helldog-s.com (5 seconds) > https://www.helldog-s.com/dog (2 seconds),221.139.130.53,SK Broadband,South Korea,Gyeonggi-do,Gwacheon-si,13832,360x740,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G950N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
811,Sep 26 2020 02:19:04 AM,X24miDkF61-Ma4sVAlDLsQAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/grapher,25,1,,https://www.helldog-s.com/grapher (25 seconds),2001:e60:106e:a375:d493:3c5:38c7:f8e6,Korea Telecom,South Korea,Seoul,Seoul,2878,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 160.1.0.31.120 (iPhone12,8; iOS 14_0; ko-Kore_KR; ko-KR; scale=2.00; 750x1334; 246979827)"
810,Sep 26 2020 01:31:25 AM,X24bXAvMC-hBkXW4Idy5pgAAAAM,no,1,,https://l.instagram.com,,https://www.helldog-s.com/grapher,26,2,,https://www.helldog-s.com/grapher (18 seconds) > https://www.helldog-s.com/contact (8 seconds),125.177.176.192,Lg Powercomm,South Korea,Seoul,Nowon-gu,1707,360x640,Chrome,Android,"Mozilla/5.0 (Linux; Android 8.0.0; LGM-X800L Build/OPR1.170623.032; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 Instagram 160.0.0.25.132 Android (26/8.0.0; 640dpi; 1440x2392; LGE/lge; LGM-X800L; anna; a"
809,Sep 26 2020 01:07:08 AM,X24Vq@WtI@xnpmTU4nL9tAAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/body,18,3,,https://www.helldog-s.com/body (8 seconds) > https://www.helldog-s.com/seminude (6 seconds) > https://www.helldog-s.com/seminude (5 seconds),211.58.73.237,SK Broadband,South Korea,Seoul,Dongjak-gu,6970,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 9.0.4"
808,Sep 26 2020 01:04:31 AM,X24VDq9bfqVNGO-iiZ8bDgAAAAY,no,1,,https://l.instagram.com,,https://www.helldog-s.com/grapher,8,1,,https://www.helldog-s.com/grapher (8 seconds),125.181.70.131,Lg Powercomm,South Korea,Daejeon,Daejeon,34943,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G965N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 Instagram 160.0.0.25.132 Android (29/10; 420dpi; 1080x2094; samsung; SM-G965N; star2lteks; sam"
807,Sep 26 2020 12:43:18 AM,X24QFjHC2ExOBz5LjH9axgAAAAM,no,1,,https://l.instagram.com,,https://www.helldog-s.com/grapher,406,13,,https://www.helldog-s.com/grapher (41 seconds) > https://www.helldog-s.com/model-and-actor (33 seconds) > https://www.helldog-s.com/person (42 seconds) > https://www.helldog-s.com/dog (86 seconds) > https://www.helldog-s.com/grapher (9 seconds) > https://www.helldog-s.com/model (13 seconds) > https://www.helldog-s.com/grapher (25 seconds) > https://www.helldog-s.com/dog (51 seconds) > https://www.helldog-s.com/kids (14 seconds) > https://www.helldog-s.com/group (25 seconds) > https://www.helldog-s.com/withyou (26 seconds) > https://www.helldog-s.com/withyou (13 seconds) > https://www.helldog-s.com (32 seconds),124.55.171.204,Lg Powercomm,South Korea,Gyeonggi-do,Hanam,12968,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N971N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 Instagram 160.0.0.25.132 Android (29/10; 420dpi; 1080x2064; samsung; SM-N971N; d1x; exynos9825"
806,Sep 25 2020 11:29:39 PM,X23@0lUFABh4FzeDdzszKQAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/body,98,5,,https://www.helldog-s.com/body (18 seconds) > https://www.helldog-s.com/contact (2 seconds) > https://www.helldog-s.com/grapher (14 seconds) > https://www.helldog-s.com/seminude (14 seconds) > https://www.helldog-s.com/seminude (51 seconds),211.58.73.237,SK Broadband,South Korea,Seoul,Dongjak-gu,6970,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 160.1.0.31.120 (iPhone11,2; iOS 13_7; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 246979827)"
805,Sep 25 2020 10:30:58 PM,X23xEUK6MeC0bsYG4CpLOgAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/lesson-photo,2,1,,https://www.helldog-s.com/lesson-photo (2 seconds),14.6.114.56,Lg Powercomm,South Korea,Gyeonggi-do,Siheung-si,14971,384x854,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N981N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.120 Mobile Safari/537.36 NAVER(inapp; blog; 100; 6.1.4)"
804,Sep 25 2020 10:00:43 PM,X23p-HjYOmSz4fk6hFtijgAAAAE,no,1,,https://l.instagram.com,,https://www.helldog-s.com/model-and-actor,16,1,,https://www.helldog-s.com/model-and-actor (16 seconds),58.232.204.16,SK Broadband,South Korea,Seoul,Songpa-dong,5670,800x1280,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-T510 Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.120 Safari/537.36 Instagram 160.0.0.25.132 Android (29/10; 240dpi; 1200x1848; samsung; SM-T510; gta3xlwifi; exynos7904; "
803,Sep 25 2020 09:42:56 PM,X23l0OXoGgq2WfP9aVxL6AAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/body,67,3,,https://www.helldog-s.com/body (33 seconds) > https://www.helldog-s.com/model-and-actor (2 seconds) > https://www.helldog-s.com/body (32 seconds),211.58.73.237,SK Broadband,South Korea,Seoul,Dongjak-gu,6970,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 160.1.0.31.120 (iPhone11,2; iOS 13_7; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 246979827)"
802,Sep 25 2020 09:22:45 PM,X23hFtFb1GGF9hFI8jzNxgAAAAA,no,1,,https://l.instagram.com,,https://www.helldog-s.com/grapher,76,3,,https://www.helldog-s.com/grapher (21 seconds) > https://www.helldog-s.com/model (42 seconds) > https://www.helldog-s.com/person (14 seconds),2001:2d8:6583:8d0::11a5:2756,SK Telecom,South Korea,Daejeon,Daejeon,34943,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; SM-N950N Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 Instagram 159.0.0.40.122 Android (28/9; 420dpi; 1080x2094; samsung; SM-N950N; greatlteks; samsu"
801,Sep 25 2020 08:58:33 PM,X23batTJ@INZ4RfnwtLzcgAAAAA,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=사진보정&referenceId=U23MJwprvjZssPpmM3ossssssgl-051484,사진보정,https://www.helldog-s.com/lesson-photo,86,1,,https://www.helldog-s.com/lesson-photo (86 seconds),180.226.132.188,Lg Powercomm,South Korea,Seoul,Gangnam-gu,6333,412x892,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; LM-V409N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.101 Mobile Safari/537.36"
800,Sep 25 2020 04:28:10 PM,X22cCumL5o4nePZJYpJC5AAAAAQ,no,1,,https://m.blog.naver.com/yunjh90/221467870253,,https://www.helldog-s.com/body,51,1,,https://www.helldog-s.com/body (51 seconds),211.47.123.58,Hyundai Communications Network,South Korea,Seoul,Seoul,2878,2560x1440,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
799,Sep 25 2020 04:23:34 PM,X22a9gof6d-za0lzcvMBJQAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,6,1,,https://www.helldog-s.com (6 seconds),125.184.31.141,Lg Powercomm,South Korea,Busan,Busan,48943,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G965N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.120 Mobile Safari/537.36"
798,Sep 25 2020 04:14:47 PM,X22Y53326@r9BmaEKf@fowAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,2,2,,https://www.helldog-s.com (2 seconds) > https://www.helldog-s.com/wedding (1 seconds),211.60.153.204,LG DACOM Corporation,South Korea,Seoul,Seoul,2878,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
797,Sep 25 2020 02:00:22 PM,X215ZYsKW5WNzlzZZnAfewAAAAA,no,1,,https://search.naver.com/search.naver?sm=top_hty&fbm=1&ie=utf8&query=휘트니스+프로필,휘트니스 프로필,https://www.helldog-s.com/body,"2,942",4,,https://www.helldog-s.com/body (13 seconds) > https://www.helldog-s.com/artwork-creative-h-and-m (18 seconds) > https://www.helldog-s.com/evil-omen (2814 seconds) > https://www.helldog-s.com/artwork-dark (98 seconds),39.123.13.5,SK Broadband,South Korea,Seoul,Seoul,2878,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
796,Sep 25 2020 01:37:27 PM,X210BuV3rmQhIyk4bqrhNQAAAAE,no,1,,https://search.naver.com/search.naver?sm=top_hty&fbm=1&ie=utf8&query=서울+바디프로필+스튜디오,서울 바디프로필 스튜디오,https://www.helldog-s.com/body,64,1,,https://www.helldog-s.com/body (64 seconds),106.253.61.122,LG DACOM Corporation,South Korea,,,,1366x768,Chrome,Windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
795,Sep 25 2020 01:29:59 PM,X21yR2oPR0-ZhzDe-sL8FQAAAAA,no,1,,https://ad.search.naver.com/search.naver?where=ad&sm=svc_nrs&query=바디프로필촬영&referenceId=U21W4wprvmsssdKBnxNssssssuh-392483&pagingIndex=2,바디프로필촬영,https://www.helldog-s.com/body,36,2,,https://www.helldog-s.com/body (33 seconds) > https://www.helldog-s.com/animalcompany (3 seconds),210.221.49.35,SK Broadband,South Korea,Seoul,Yeongdeungpo-gu,7286,2133x1200,MSIE,Windows,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
794,Sep 25 2020 01:24:04 PM,X2TI3eq5QpGmZ4LbRgpZ2gAAAAE,yes,2,,https://m.place.naver.com/place/37876856/home?entry=ple,,https://www.helldog-s.com,10,2,,https://www.helldog-s.com (4 seconds) > https://www.helldog-s.com/contact (6 seconds),1.234.205.215,SK Broadband,South Korea,Seoul,Seoul,2878,412x823,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; LM-V350N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.120 Mobile Safari/537.36"
793,Sep 25 2020 12:44:01 PM,X21ngN@lF-nzoWbccpsdewAAAAA,no,1,,https://ad.search.naver.com/search.naver?where=ad&sm=svc_nrs&query=펜션사진&referenceId=&pagingIndex=2,펜션사진,https://www.helldog-s.com/panorama,5,1,,https://www.helldog-s.com/panorama (5 seconds),211.104.182.120,Korea Telecom,South Korea,Seoul,Dongjak-gu,6970,2560x1440,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
792,Sep 25 2020 12:37:00 PM,X21l2@X82onaweAQGDMOhgAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,13,2,,https://www.helldog-s.com (8 seconds) > https://www.helldog-s.com/person (5 seconds),118.235.9.87,Korea Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 9.0.4"
791,Sep 25 2020 12:32:37 PM,X21k1RPN9fbourPu8LnORQAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,17,2,,https://www.helldog-s.com (14 seconds) > https://www.helldog-s.com/ceo (3 seconds),223.39.155.210,SK Telecom,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 9.0.3"
790,Sep 25 2020 12:28:32 PM,X21j4VgOGZDx5ejk-BVXGQAAAAM,no,1,,https://search.naver.com/search.naver?sm=tab_hty.top&where=nexearch&query=운동+영상+스튜디오&oquery=운동+스튜디오&tqi=U21Bxwp0YiRss4Jyn4Nsssssttl-512260,운동 영상 스튜디오,https://www.helldog-s.com/video-excercise,83,10,,https://www.helldog-s.com/video-excercise (14 seconds) > https://www.helldog-s.com/street (6 seconds) > https://www.helldog-s.com/fashionshow (8 seconds) > https://www.helldog-s.com/artwork-dark (2 seconds) > https://www.helldog-s.com/artwork-creative-h-and-m (5 seconds) > https://www.helldog-s.com/event (5 seconds) > https://www.helldog-s.com/person (14 seconds) > https://www.helldog-s.com/model-and-actor (6 seconds) > https://www.helldog-s.com/bj (13 seconds) > https://www.helldog-s.com/seminude (14 seconds),119.65.111.140,Lg Powercomm,South Korea,Gyeonggi-do,Seongnam-si,13332,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
789,Sep 25 2020 12:12:43 PM,X21gK4CGIkitiejhQe9FmAAAAAA,no,1,,https://m.search.naver.com/search.naver?sm=mtp_hty.top&where=m&query=영화배우+프로필,영화배우 프로필,https://www.helldog-s.com/model-and-actor?NaPm=ct=kfho6h88|ci=0zu0000xm6Pt86yq-116|tr=sa|hk=305775fd9bc5fcc97988f2641024d2c56a80c796,9,1,,https://www.helldog-s.com/model-and-actor?NaPm=ct=kfho6h88|ci=0zu0000xm6Pt86yq-116|tr=sa|hk=305775fd9bc5fcc97988f2641024d2c56a80c796 (9 seconds),211.36.131.18,LG Uplus,South Korea,Seoul,Seoul,2878,384x854,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G986N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
788,Sep 25 2020 12:07:46 PM,X21fAvneuV-erHqLTUTGPAAAAAI,no,1,,https://l.instagram.com,,https://www.helldog-s.com/dog,5,1,,https://www.helldog-s.com/dog (5 seconds),2001:4430:d018:5fe8::865:493a,LG Uplus,South Korea,Gyeonggi-do,Gwangju,12761,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 9; SM-G977N Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.136 Mobile Safari/537.36 Instagram 125.0.0.20.126 Android (28/9; 420dpi; 1080x2050; samsung; SM-G977N; beyondx; exynos98"
787,Sep 25 2020 11:18:15 AM,X21TaEQ9LLPMtWVVaWR5XQAAAAA,no,1,,https://pcmap.place.naver.com/place/37876856/home?entry=pll&&from=map&ts=20200925,,https://www.helldog-s.com,14,2,,https://www.helldog-s.com (6 seconds) > https://www.helldog-s.com/body (8 seconds),114.202.198.123,SK Broadband,South Korea,Seoul,Yangcheon-gu,8070,1536x864,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36"
786,Sep 25 2020 10:43:06 AM,X21LKcL1G43MnxhdGjl8@QAAAAM,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=주니어스튜디오&referenceId=U216jdprvj4ssvuAlgZssssst1Z-212424,주니어스튜디오,https://www.helldog-s.com/kids,1,1,,https://www.helldog-s.com/kids (1 seconds),175.223.45.113,Korea Telecom,South Korea,Seoul,Dongjak-gu,6970,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1"
785,Sep 25 2020 09:11:30 AM,X20kH5KLRgKuYnnTbZ8VSwAAAAM,yes,2,,Direct Access,,https://www.helldog-s.com/dog,63,1,,https://www.helldog-s.com/dog (63 seconds),175.196.84.194,Korea Telecom,South Korea,Seoul,Seocho-gu,6596,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 160.1.0.31.120 (iPhone9,3; iOS 13_7; ko-Kore_KR; ko-KR; scale=2.00; 750x1334; 246979827)"
784,Sep 25 2020 08:44:14 AM,X20vThiz4m54c0FjLe8rGAAAAAM,no,1,,https://ad.search.naver.com/search.naver?where=ad&query=룩북&referenceId=U20X7dprvhGss4AYLQCssssstY0-501254,룩북,https://www.helldog-s.com/lookbook?NaPm=ct=kfhgqerk|ci=0z400018_QPtRk11Dfj-|tr=sa|hk=457397a6575cab7b2407ff0da869d793dbffd1e4,2,1,,https://www.helldog-s.com/lookbook?NaPm=ct=kfhgqerk|ci=0z400018_QPtRk11Dfj-|tr=sa|hk=457397a6575cab7b2407ff0da869d793dbffd1e4 (2 seconds),121.134.135.239,Korea Telecom,South Korea,Seoul,Gangnam-gu,6333,2560x1440,Chrome,Mac OS X,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
783,Sep 25 2020 08:17:44 AM,X20pGH0CRngmkDCrFLvaOgAAAAM,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=애견사진관&referenceId=U20Eydprvj4ssvsrT48sssssteo-440746,애견사진관,https://www.helldog-s.com/dog,8,1,,https://www.helldog-s.com/dog (8 seconds),211.200.35.000,SK Broadband,South Korea,Seoul,Songpa-dong,5670,360x740,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G960N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/11.1 Chrome/75.0.3770.143 Mobile Safari/537.36"
782,Sep 25 2020 07:56:32 AM,X20kH5KLRgKuYnnTbZ8VSwAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/dog,50,1,,https://www.helldog-s.com/dog (50 seconds),175.196.84.194,Korea Telecom,South Korea,Seoul,Seocho-gu,6596,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 160.1.0.31.120 (iPhone9,3; iOS 13_7; ko-Kore_KR; ko-KR; scale=2.00; 750x1334; 246979827)"
781,Sep 25 2020 07:34:48 AM,X20fCYDyS5uiCf9lWc854gAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,33,1,,https://www.helldog-s.com (33 seconds),121.165.197.242,Korea Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
780,Sep 25 2020 03:59:46 AM,X2zsolVPNHJ7YQLkbSnV3gAAAAI,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=촬영학원&referenceId=U2zoNlprv2hssU4Zef4ssssstMw-485936,촬영학원,https://www.helldog-s.com/lesson-photo,73,1,,https://www.helldog-s.com/lesson-photo (73 seconds),175.198.17.189,Korea Telecom,South Korea,Seoul,Yeongdeungpo-dong,7247,834x1194,Chrome,iOS,"Mozilla/5.0 (iPad; CPU OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/80.0.3987.95 Mobile/15E148 Safari/604.1"
779,Sep 25 2020 03:30:08 AM,X2tx789HqPe3AfNaGRi7QAAAAAA,yes,2,,https://link.inpock.co.kr,,https://www.helldog-s.com/contact,172,1,,https://www.helldog-s.com/contact (172 seconds),59.12.192.139,Korea Telecom,South Korea,Gyeonggi-do,Gwangju,12761,360x760,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N971N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 Instagram 160.0.0.25.132 Android (29/10; 480dpi; 1080x2046; samsung; SM-N971N; d1x; exynos9825"
778,Sep 25 2020 02:47:26 AM,X2zbrUTnZFiXFfRCOXbJsQAAAAM,no,1,,https://ad.search.naver.com/search.naver?where=ad&query=서울바디프로필&referenceId=U2zjDlprvN8sshGv8k4ssssssdh-255878,서울바디프로필,https://www.helldog-s.com/body,73,1,,https://www.helldog-s.com/body (73 seconds),61.102.139.78,T Broad,South Korea,Seoul,Jongno-gu,3020,1536x864,Edge,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.19041"
777,Sep 25 2020 01:59:20 AM,X2zQaXs9WaCbpuJcLiuLuQAAAAY,no,1,,Direct Access,,https://www.helldog-s.com/body,203,12,,https://www.helldog-s.com/body (33 seconds) > https://www.helldog-s.com/dog (42 seconds) > https://www.helldog-s.com/bj (9 seconds) > https://www.helldog-s.com/person (13 seconds) > https://www.helldog-s.com/kids (14 seconds) > https://www.helldog-s.com/seminude (6 seconds) > https://www.helldog-s.com/body (8 seconds) > https://www.helldog-s.com/4050 (8 seconds) > https://www.helldog-s.com/group (26 seconds) > https://www.helldog-s.com/withyou (13 seconds) > https://www.helldog-s.com/person (33 seconds) > https://www.helldog-s.com/dog (1 seconds),175.223.11.82,Korea Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1"
776,Sep 25 2020 12:26:26 AM,X2y6odEHiBSpo3-OPDv4wAAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/dog,14,1,,https://www.helldog-s.com/dog (14 seconds),218.234.80.83,SK Broadband,South Korea,Gyeonggi-do,Goyang-si,10461,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 160.1.0.31.120 (iPhone10,4; iOS 14_0; ko-Kore_KR; ko-KR; scale=2.00; 750x1334; 246979827)"
775,Sep 25 2020 12:25:34 AM,X2y6beIAOQw@W1B0@D1UqgAAAAM,no,1,,https://l.instagram.com,,https://www.helldog-s.com/grapher,150,2,,https://www.helldog-s.com/grapher (129 seconds) > https://www.helldog-s.com/review-board (21 seconds),2001:4430:50fb:e26d::421:498d,LG Uplus,South Korea,Gyeonggi-do,Gunpo,15870,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G973N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.120 Mobile Safari/537.36 Instagram 160.0.0.25.132 Android (29/10; 280dpi; 720x1361; samsung; SM-G973N; beyond1; exynos9"
774,Sep 25 2020 12:16:06 AM,X2y4NjSfAeqHEiEPiC8jSgAAAAQ,no,1,,https://www.google.co.kr,,https://www.helldog-s.com,6,1,,https://www.helldog-s.com (6 seconds),222.98.230.133,Korea Telecom,South Korea,Gyeonggi-do,Suwon,16258,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
773,Sep 25 2020 12:14:57 AM,X2y38goQ59my2rTYi0cLdQAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/body,33,1,,https://www.helldog-s.com/body (33 seconds),221.163.157.207,Korea Telecom,South Korea,Gyeonggi-do,Uiwang,16065,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 160.1.0.31.120 (iPhone12,3; iOS 13_7; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 246979827)"
772,Sep 25 2020 12:04:21 AM,X2y1dvDcqWt6ht6lq3NFkwAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,9,1,,https://www.helldog-s.com (9 seconds),211.36.149.84,LG Uplus,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 9.0.4"
771,Sep 25 2020 12:00:39 AM,X2y0lzjzsJyoPDgxkK6BEAAAAAU,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor,8,1,,https://www.helldog-s.com/model-and-actor (8 seconds),49.175.48.65,Lg Powercomm,South Korea,Daejeon,Daejeon,34943,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 154.0.0.25.120 (iPhone12,3; iOS 13_5_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 237443006)"
